Time,accX,accY,accZ
0.689 sec,-6.1,-14.762,962.58
0.692 sec,-6.954,-14.274,962.58
0.694 sec,-8.54,-13.542,964.532
0.696 sec,-8.418,-14.762,959.53
0.698 sec,-5.368,-14.518,961.604
0.7 sec,-6.588,-13.786,964.044
0.702 sec,-5.856,-14.274,964.654
0.704 sec,-5.856,-14.152,962.092
0.706 sec,-5.612,-15.982,959.164
0.708 sec,-3.66,-15.982,964.288
0.71 sec,-7.32,-13.176,964.898
0.712 sec,-10.37,-13.176,960.018
0.714 sec,-7.198,-14.03,964.898
0.717 sec,-8.296,-15.006,963.434
0.719 sec,-5.612,-14.274,962.214
0.721 sec,-7.076,-15.982,964.776
0.723 sec,-6.588,-14.884,967.948
0.725 sec,-6.588,-15.006,963.8
0.727 sec,-8.662,-13.908,962.336
0.729 sec,-4.88,-13.908,969.534
0.731 sec,-6.832,-14.64,963.068
0.733 sec,-9.394,-15.616,961.726
0.735 sec,-5.978,-14.762,963.556
0.737 sec,-8.906,-13.176,962.336
0.739 sec,-10.736,-13.664,959.53
0.742 sec,-4.758,-14.274,963.312
0.744 sec,-6.954,-14.274,965.386
0.746 sec,-6.954,-14.64,963.19
0.748 sec,-7.198,-14.396,962.214
0.75 sec,-2.44,-14.396,964.776
0.752 sec,-6.466,-13.42,962.702
0.754 sec,-9.516,-15.006,959.652
0.756 sec,-9.028,-15.128,959.652
0.758 sec,-5.124,-12.932,963.068
0.76 sec,-9.272,-15.738,961.604
0.762 sec,-8.052,-15.982,960.628
0.764 sec,-7.076,-13.664,963.434
0.767 sec,-7.198,-15.372,962.58
0.769 sec,-8.296,-15.616,961.726
0.771 sec,-4.88,-15.616,965.63
0.773 sec,-5.978,-13.054,962.458
0.775 sec,-9.76,-16.226,961.482
0.777 sec,-4.27,-15.738,961.482
0.779 sec,-3.172,-14.274,968.192
0.781 sec,-9.882,-14.03,966.24
0.783 sec,-6.1,-14.762,958.92
0.785 sec,-6.832,-15.006,965.386
0.787 sec,-12.322,-16.226,964.532
0.79 sec,-6.344,-14.152,961.238
0.792 sec,-5.612,-14.152,964.532
0.794 sec,-6.588,-13.176,961.238
0.796 sec,-8.052,-16.226,960.872
0.798 sec,-7.93,-13.908,960.872
0.8 sec,-6.588,-14.274,965.264
0.802 sec,-10.98,-15.494,965.874
0.804 sec,-7.076,-14.518,956.724
0.806 sec,-6.344,-13.908,965.996
0.808 sec,-6.832,-15.86,964.044
0.81 sec,-4.026,-15.25,961.36
0.812 sec,-9.028,-14.274,966.484
0.815 sec,-7.93,-13.786,962.214
0.817 sec,-8.906,-15.006,961.36
0.819 sec,-4.636,-13.42,961.36
0.821 sec,-5.856,-13.786,964.532
0.823 sec,-10.858,-17.202,968.192
0.825 sec,-6.466,-15.25,961.482
0.827 sec,-5.002,-14.274,965.142
0.829 sec,-8.296,-14.274,968.314
0.831 sec,-8.052,-15.494,961.848
0.833 sec,-7.686,-14.274,962.946
0.835 sec,-7.442,-13.42,964.044
0.837 sec,-6.588,-14.03,961.482
0.84 sec,-7.564,-14.64,965.874
0.842 sec,-5.49,-14.64,967.216
0.844 sec,-9.15,-14.274,968.436
0.846 sec,-8.54,-14.762,959.408
0.848 sec,-5.124,-14.762,961.604
0.85 sec,-8.174,-14.518,967.094
0.852 sec,-7.564,-15.86,962.702
0.854 sec,-4.392,-12.81,962.946
0.856 sec,-6.1,-14.518,965.142
0.858 sec,-7.686,-15.006,964.288
0.86 sec,-8.052,-13.908,963.068
0.862 sec,-8.296,-14.884,960.384
0.865 sec,-7.198,-13.054,960.018
0.867 sec,-5.612,-14.64,958.676
0.869 sec,-5.124,-14.396,962.214
0.871 sec,-10.248,-14.884,968.07
0.873 sec,-7.198,-16.226,959.408
0.875 sec,-4.636,-12.322,960.14
0.877 sec,-11.468,-11.834,965.63
0.879 sec,-8.662,-14.884,962.214
0.881 sec,-5.49,-14.396,959.408
0.883 sec,-8.296,-14.518,963.678
0.885 sec,-6.1,-13.298,961.604
0.887 sec,-6.832,-14.762,962.702
0.889 sec,-8.052,-15.86,963.19
0.892 sec,-8.052,-15.006,963.8
0.894 sec,-9.15,-15.616,959.408
0.896 sec,-6.466,-13.054,960.018
0.898 sec,-7.564,-14.762,962.092
0.9 sec,-8.052,-13.908,961.604
0.902 sec,-8.662,-15.372,960.872
0.904 sec,-6.954,-15.494,961.238
0.906 sec,-7.442,-15.006,963.068
0.908 sec,-6.71,-13.176,963.19
0.91 sec,-7.076,-12.932,961.848
0.912 sec,-7.93,-15.128,963.556
0.914 sec,-7.93,-16.104,962.58
0.917 sec,-6.954,-14.152,963.312
0.919 sec,-7.32,-14.762,965.264
0.921 sec,-5.368,-15.616,960.14
0.923 sec,-4.758,-14.518,962.58
0.925 sec,-6.466,-14.518,963.312
0.927 sec,-7.198,-15.006,962.946
0.929 sec,-6.832,-13.542,963.068
0.931 sec,-7.198,-14.762,961.97
0.933 sec,-7.198,-14.64,962.458
0.935 sec,-8.418,-14.884,962.214
0.937 sec,-9.76,-13.664,956.968
0.939 sec,-7.93,-14.274,962.458
0.942 sec,-7.686,-11.834,960.994
0.944 sec,-4.514,-14.518,960.506
0.946 sec,-6.71,-13.786,964.41
0.948 sec,-11.102,-12.688,960.994
0.95 sec,-10.248,-14.64,961.36
0.952 sec,-7.32,-13.42,959.286
0.954 sec,-7.32,-13.786,961.36
0.956 sec,-8.54,-13.42,960.994
0.958 sec,-12.688,-14.518,956.114
0.96 sec,-6.466,-14.518,959.774
0.962 sec,-7.442,-12.2,962.58
0.964 sec,-12.688,-14.152,958.676
0.967 sec,-9.516,-14.762,961.97
0.969 sec,-9.516,-14.396,962.824
0.971 sec,-8.418,-15.006,959.53
0.973 sec,-6.954,-16.592,959.652
0.975 sec,-6.954,-13.42,962.58
0.977 sec,-6.832,-13.908,963.068
0.979 sec,-11.224,-14.64,956.236
0.981 sec,-9.15,-14.64,960.506
0.983 sec,-7.442,-12.81,964.532
0.985 sec,-12.2,-13.298,957.334
0.988 sec,-7.32,-15.494,959.286
0.99 sec,-9.272,-14.274,960.628
0.992 sec,-6.954,-14.762,959.286
0.994 sec,-7.564,-15.128,958.188
0.996 sec,-7.564,-14.762,961.238
0.998 sec,-7.32,-15.86,963.19
1 sec,-10.37,-16.226,958.188
1.002 sec,-9.882,-16.226,964.044
1.004 sec,-6.1,-14.274,965.508
1.006 sec,-8.418,-14.274,961.97
1.008 sec,-9.516,-15.006,962.824
1.01 sec,-3.904,-13.908,965.874
1.013 sec,-10.126,-15.006,963.19
1.015 sec,-9.638,-15.128,959.652
1.017 sec,-9.638,-14.152,962.214
1.019 sec,-7.93,-13.664,962.214
1.021 sec,-10.614,-14.03,957.822
1.023 sec,-8.418,-14.03,959.896
1.025 sec,-6.954,-13.298,963.678
1.027 sec,-10.858,-13.664,957.334
1.029 sec,-9.638,-14.64,957.334
1.031 sec,-6.466,-12.444,960.628
1.033 sec,-10.492,-13.542,964.41
1.035 sec,-9.272,-13.908,959.042
1.038 sec,-8.906,-13.786,960.506
1.04 sec,-8.296,-12.688,962.702
1.042 sec,-10.004,-16.104,960.14
1.044 sec,-8.052,-16.104,960.994
1.046 sec,-6.71,-16.47,966.118
1.048 sec,-10.614,-13.054,963.068
1.05 sec,-9.516,-15.128,963.068
1.052 sec,-5.612,-15.616,957.944
1.054 sec,-8.418,-12.932,965.386
1.056 sec,-9.028,-15.494,961.726
1.058 sec,-6.466,-15.982,958.92
1.06 sec,-7.808,-12.688,963.312
1.063 sec,-8.296,-13.664,960.14
1.065 sec,-8.418,-13.664,960.384
1.067 sec,-6.1,-13.908,966.118
1.069 sec,-11.834,-13.542,959.774
1.071 sec,-9.15,-13.542,959.774
1.073 sec,-5.368,-14.396,958.92
1.075 sec,-9.638,-13.42,968.192
1.077 sec,-10.004,-15.982,963.922
1.079 sec,-6.466,-16.348,959.042
1.081 sec,-8.784,-14.274,964.288
1.083 sec,-10.004,-13.908,964.654
1.085 sec,-8.54,-14.518,965.752
1.088 sec,-10.858,-13.908,963.434
1.09 sec,-12.2,-15.372,957.7
1.092 sec,-10.37,-15.616,957.7
1.094 sec,-7.686,-13.542,959.164
1.096 sec,-11.346,-12.322,964.166
1.098 sec,-12.078,-14.518,959.164
1.1 sec,-6.1,-13.298,957.7
1.102 sec,-8.052,-13.054,964.166
1.104 sec,-6.71,-14.274,960.75
1.106 sec,-8.052,-14.762,961.116
1.108 sec,-7.808,-15.86,959.652
1.111 sec,-9.394,-14.762,957.334
1.113 sec,-9.76,-14.762,957.334
1.115 sec,-6.832,-12.81,958.066
1.117 sec,-10.248,-13.42,962.702
1.119 sec,-11.224,-13.908,960.994
1.121 sec,-5.246,-15.86,956.48
1.123 sec,-10.37,-14.03,966.118
1.125 sec,-13.176,-14.762,959.896
1.127 sec,-9.76,-13.786,960.994
1.129 sec,-7.686,-15.616,964.776
1.131 sec,-7.808,-14.762,962.824
1.134 sec,-6.588,-12.81,964.288
1.136 sec,-5.734,-13.542,959.896
1.138 sec,-10.004,-13.176,962.946
1.14 sec,-12.444,-15.738,958.554
1.142 sec,-5.612,-14.64,955.26
1.144 sec,-8.662,-15.25,963.556
1.146 sec,-11.468,-14.762,961.726
1.148 sec,-5.856,-14.152,958.066
1.15 sec,-7.198,-14.884,966.606
1.152 sec,-10.126,-15.372,962.336
1.154 sec,-9.394,-15.128,960.75
1.157 sec,-8.54,-13.42,959.53
1.159 sec,-10.492,-12.2,964.41
1.161 sec,-10.004,-14.518,957.944
1.163 sec,-5.368,-12.81,956.236
1.165 sec,-8.54,-13.664,964.288
1.167 sec,-11.102,-15.982,963.678
1.169 sec,-6.222,-14.03,958.92
1.171 sec,-6.466,-14.884,961.238
1.173 sec,-9.15,-13.664,961.482
1.175 sec,-7.808,-14.518,962.214
1.177 sec,-6.344,-14.274,964.288
1.179 sec,-6.466,-14.518,964.654
1.182 sec,-8.174,-15.25,962.214
1.184 sec,-5.002,-14.396,960.262
1.186 sec,-4.514,-13.542,963.068
1.188 sec,-6.71,-14.518,963.8
1.19 sec,-6.71,-13.908,960.628
1.192 sec,-7.198,-12.932,963.068
1.194 sec,-9.516,-15.616,965.142
1.196 sec,-8.662,-15.982,960.14
1.198 sec,-7.808,-14.274,959.408
1.2 sec,-7.686,-12.81,961.604
1.202 sec,-8.296,-14.274,962.458
1.204 sec,-8.54,-15.006,957.944
1.207 sec,-7.076,-15.982,961.36
1.209 sec,-8.54,-16.226,963.19
1.211 sec,-10.004,-15.25,962.946
1.213 sec,-7.442,-14.64,960.384
1.215 sec,-7.686,-13.542,961.726
1.217 sec,-8.418,-15.006,962.336
1.219 sec,-7.686,-15.372,964.288
1.221 sec,-6.1,-12.444,961.604
1.223 sec,-7.198,-15.616,962.214
1.225 sec,-8.296,-15.616,961.482
1.227 sec,-8.296,-12.81,963.19
1.229 sec,-8.174,-14.64,962.946
1.232 sec,-7.686,-16.104,962.824
1.234 sec,-8.418,-14.396,963.434
1.236 sec,-7.93,-15.006,963.922
1.238 sec,-5.612,-14.274,959.896
1.24 sec,-6.344,-14.274,963.556
1.242 sec,-6.832,-15.006,962.336
1.244 sec,-6.71,-14.152,960.018
1.246 sec,-7.442,-14.64,960.75
1.248 sec,-7.442,-14.518,962.336
1.25 sec,-7.808,-14.64,963.312
1.252 sec,-8.174,-15.128,960.75
1.254 sec,-8.052,-13.786,957.334
