Time,accX,accY,accZ
0.857 sec,1260.626,-308.05,1108.492
0.86 sec,294.752,62.586,1117.642
0.862 sec,-711.992,75.64,588.406
0.864 sec,-767.746,-371.124,307.318
0.866 sec,-472.018,158.356,776.164
0.868 sec,-549.488,672.464,604.022
0.871 sec,-313.662,220.576,703.696
0.873 sec,372.344,212.402,1161.684
0.875 sec,1075.674,176.168,1254.038
0.877 sec,1075.674,-206.668,873.764
0.88 sec,96.136,-30.012,1403.854
0.882 sec,-796.538,-133.956,637.938
0.884 sec,-646.722,178.974,787.754
0.886 sec,-154.208,-65.026,560.102
0.889 sec,-379.42,173.728,654.652
0.891 sec,-404.308,140.666,930.372
0.893 sec,-109.8,-228.018,891.088
0.895 sec,439.322,-167.018,1361.398
0.898 sec,1209.264,-110.776,1279.048
0.9 sec,1095.072,178.608,1174.616
0.902 sec,65.514,-129.442,486.17
0.904 sec,-931.836,178.974,374.174
0.907 sec,-408.944,266.082,609.512
0.909 sec,-774.212,-302.56,733.952
0.911 sec,-375.516,-157.746,842.532
0.914 sec,-168.116,81.74,744.932
0.916 sec,452.62,-376.492,788.364
0.918 sec,1475.956,-176.9,1627.236
0.92 sec,923.54,-266.448,1609.79
0.923 sec,-137.982,-468.358,515.572
0.925 sec,-942.572,-468.358,284.748
0.927 sec,-638.304,223.87,683.444
0.93 sec,-470.066,-47.336,308.782
0.932 sec,-425.048,462.624,922.442
0.934 sec,6.222,302.194,490.928
0.936 sec,719.312,429.196,982.466
0.938 sec,1114.836,121.756,1574.776
0.941 sec,813.374,13.298,1306.376
0.943 sec,-204.838,-128.832,1236.714
0.945 sec,-794.708,-282.552,482.632
0.948 sec,-515.816,289.14,231.922
0.95 sec,-473.238,-282.43,794.098
0.952 sec,-852.536,-114.314,740.662
0.954 sec,-377.346,-139.08,673.196
0.957 sec,1046.516,92.598,1311.256
0.959 sec,1096.78,-303.658,1145.946
0.961 sec,378.444,151.28,1230.614
0.963 sec,403.698,-107.238,1093.974
