Acceleration Speed Spacing Speed_pred Spacing_pred
0.8790625 0.932999999999999 1.617258 1.0367375 1.349122
0.00499999999999945 0.969250000000002 1.5342519 1.0468025 1.5899981
-0.0371343750000003 0.919 1.6629234 1.104472875 1.5502466
-0.5941875 1.14575 1.5398544 0.9653175 1.5509156
1.21121875 1.081125 1.399268 1.02162375 1.446702
-0.0345499999999999 1.09825 1.52817778 0.99753 1.38922222
0.10153125 0.984874999999999 1.4491991 0.98228125 1.5910509
0.224687500000001 0.860875 2.168982 1.0345625 1.314318
0.25375 1.0325 1.358095 1.1737 1.434246
-0.6275 1.1094 1.373875 1.275675 1.368025
-0.60125 1.0715 1.521134 1.0681 1.625616
-0.3990625 1.1675 1.398745 1.1699625 1.468628
-0.540312500000001 1.1538125 1.399784 1.1141375 1.371499
1.6771875 1.22225 1.312531 1.0738875 2.237669
0.98184375 1.11025000000001 1.8330851 1.09331375 1.3170749
-0.142500000000001 1.24825 2.113169 1.132525 1.755911
-0.192125000000001 1.16575 1.455726 1.310685 1.973014
0.779375000000002 1.258375 1.854975 1.24175 1.378865
0.664999999999999 1.07562499999999 1.803908 1.1452 1.947242
-0.0178687500000024 1.18625 2.133918 1.20089225 1.811572
-1.7528125 1.1825 1.303275 1.1702375 2.276955
0.308125000000001 0.955249999999999 1.022878 1.221175 1.373112
0.953749999999988 0.760999999999999 1.952126 0.721975 1.545164
1.4734375 0.867374999999999 1.583394 0.8357125 2.064056
-0.242187500000002 0.897375 1.144374 1.0227875 1.693436
0.377187499999999 0.774799999999999 1.283377 0.8767875 1.709233
0.358125000000012 0.934000000000001 1.969448 0.933525 1.386842
-0.248437500000001 1.15137500000001 1.8614 1.1166625 2.07098
-0.188125 1.015625 1.139388 1.066425 1.929172
-0.1584375 0.931000000000001 1.522434 1.0151375 1.298336
0.5584375 1.06995 1.589838 1.1601875 1.301163
0.413437499999987 0.958875000000001 0.972478 0.971187500000001 1.668152
0.942500000000002 0.9885 1.552306 1.16635 1.255134
0.663125000000001 1.1245 1.723158 1.169075 1.600532
0.2990625 1.015625 1.983414 0.9648125 1.671936
0.182218749999999 1.03725 1.895878 1.20638875 1.936072
-0.85240625 1.03799999999999 1.247971 0.95412875 1.398529
-0.421062499999998 0.895624999999999 1.7252831 1.0112075 1.2967469
0.126874999999987 0.962875000000001 1.69993 0.959100000000001 1.70388
-1.20078125 1.0975 1.84089 1.07675625 1.97278
-0.218749999999998 1.112625 1.327234 1.045675 1.965856
-0.47625 1.02675 1.400168 1.10395 1.412362
-0.895221874999999 1.05775 1.3286042 1.121326125 1.4530458
0.862093750000001 1.02575 1.7990201 1.12361375 1.4539299
0.6121875 1.0475 1.361617 1.1530875 1.894613
-0.275687499999999 0.9285 1.266928 1.1238975 1.405472
0.210187500000002 0.952124999999999 1.3301107 1.003385 1.4127493
-0.523968749999999 0.853375 1.609274 0.95788375 1.400646
1.52421875 1.0275 1.4431372 0.97197375 1.6716628
0.34575 0.990375 1.683068 1.05488 1.514502
0.0838437500000011 1.06225 1.6865832 1.17500875 1.9015768
-0.351249999999997 1.00675 1.914868 1.1008 1.788972
0.163125 1.0065 1.294585 1.125725 1.857665
0.886562500000002 1.19387500000001 1.5211 1.0611125 1.39452
-0.905937500000001 0.99865 1.540841 1.0929625 1.351993
0.961874999999999 0.941749999999999 1.425139 1.013075 1.512681
-0.687812499999998 1.12775 1.69095 1.1079125 1.51837
-1.89781250000001 1.142375 1.592549 1.0700375 1.638701
-0.6325 1.256 1.473779 1.193625 1.503061
0.15375 1.119375 1.914315 1.102775 1.556305
0.358749999999999 0.91225 1.432936 1.0695 1.645026
-1.4240625 1.14175 1.46146 1.2404125 1.59801
0.292187499999999 0.937375 1.490491 1.0192125 1.470794
0.449687499999998 1.2351875 1.505403 1.2383375 1.470649
-0.1190625 1.12450000000001 1.475631 1.0535375 1.509969
0.36374999999995 1.16487500000001 1.413037 0.9824 1.706373
0.4515625 1.091875 1.737315 1.0834125 1.436855
0.2871875 1.066875 1.09931 1.2361375 1.88096
0.989062500000001 1.086625 1.768692 1.1576125 1.1945
-0.4609375 1.2677125 1.719825 1.1463125 1.2346
0.0465625000000025 1.046125 1.087539 1.1545375 1.748411
-0.7715625 1.06705 1.189591 1.3191875 1.749637
0.299375000000024 0.682212500000001 1.065919 0.67645 1.154444
0.2821875 0.6327875 1.140064 0.7907125 1.10647
0.234999999999987 0.691375000000001 1.382737 0.671549999999999 1.076946
1.105 0.564375 1.415173 0.766225 1.174557
-0.409062499999988 0.889699999999999 1.489542 0.749987499999999 1.177535
-0.812187500000012 0.655249999999999 0.962662 0.8155625 1.457275
0.93065625 0.916875000000001 1.0678841 0.85427875 1.4597459
0.3775 0.9069 1.058443 1.021225 1.401816
0.00312500000002464 0.792000000000001 1.032875 0.768225000000001 1.069854
-0.36646875 0.927850000000001 0.99025 0.84678375 1.115693
0.942187500000014 0.8876805 0.9770638 0.897937500000001 1.069369
-0.0575000000000131 0.975499999999998 1.618908 0.798475 1.067402
0.83275625 1.035375 1.4003855 0.92357025 1.5773345
0.697500000000013 0.88775 1.224821 0.921350000000001 1.419359
0.179062499999987 0.9466 1.089943 0.8887125 1.447425
-0.781037500000001 0.850624999999999 1.22270951 0.87314625 1.05824049
0.365625000000012 1.0193125 1.217804 0.913275000000001 1.007641
0.0603124999999621 0.972375 1.373929 0.9291375 1.214169
-0.53359375 0.931125000000002 1.421393 0.77271875 1.220017
0.643437500000051 0.8992125 1.312628 0.7273125 1.256875
-0.82340625 0.946500000000001 1.4502083 0.96150125 1.2446717
-0.0212499999999491 0.845400000000001 1.391677 0.771275000000001 1.231681
0.412749999999999 0.936625000000003 1.5445259 0.9497575 1.3828641
-0.344062499999999 0.948112499999998 1.511797 0.898412500000001 1.469224
0.864062500000014 0.868500000000001 1.262785 0.891912499999999 1.523655
0.573750000000012 0.987550000000001 1.252124 0.904125 1.489757
0.861562499999999 0.761875 1.537052 1.0442625 1.215274
-0.4275 1.012875 1.534738 1.04925 1.241848
-0.296875000000001 0.724 1.156617 0.888375 1.559533
0.48 1.1533625 1.137524 1.07635 1.578895
-0.185625 0.915500000000002 1.63822 0.91505 1.111919
-1.29875000000001 0.97025 1.753154 1.0396 1.115826
-0.474374999999999 0.931875000000002 1.749186 0.92625 1.698554
-0.8651596875 1.12 1.8289435 0.9231236125 1.7001265
0.00406249999999886 0.957375000000001 1.688792 1.0002375 1.670828
-0.119375000000001 1.142375 1.914795 0.85915 1.646075
-0.630952499999998 1.0995 1.5918662 1.0434569 1.6882338
-0.465312499999998 1.03125 1.461017 1.0224875 1.265753
0.888749999999999 1.06825 2.072474 1.312375 1.191366
-0.0999999999999876 1.0756875 1.995327 0.77925 0.96646
0.106875000000001 0.938624999999998 1.333259 1.073375 1.883541
-1.2965 1.10512500000001 1.3518146 1.02248 1.2946554
0.33468750000005 0.929975 1.305994 0.8074125 1.2024
-0.181249999999999 0.886000000000003 1.7814222 1.010195 1.2484178
0.582812500000025 0.991462500000001 1.73426 0.832112499999999 1.124377
0.141875 1.036625 1.633687 1.263825 1.598333
-0.3059375 1.075875 1.529279 1.0365125 1.539791
-0.40375 0.948125000000001 1.125828 1.0767 1.446595
-0.153437499999999 0.999950000000001 1.171578 0.9293375 1.380394
0.101875 0.861249999999999 1.479092 0.898375 1.152666
0.397500000000049 1.1536125 1.430271 0.882075 1.170662
0.249687499999976 1.038 1.719727 0.9041125 1.442383
-0.278437500000012 0.944125 1.661229 0.837637499999999 1.340889
-0.467187499999962 0.879249999999999 1.538985 0.8931875 1.597105
0.336562500000026 0.932874999999999 1.546779 0.9262125 1.499121
1.11875000000004 1.093625 1.230482 0.877875000000001 1.544715
-0.167187499999999 0.917550000000001 1.218748 1.0276125 1.5357
0.1096875 0.869624999999999 1.525914 0.9812625 1.273547
-0.198124999999975 0.977625000000002 1.519665 0.95625 1.247985
-0.0112500000000001 0.907250000000001 1.007601 0.854724999999999 1.55943
0.375624999999999 0.978024999999999 0.986654 0.9526 1.563132
0.420312500000013 0.803750000000001 1.588791 0.9425625 1.005294
1.46531249999999 1.1647875 1.576536 0.957187500000001 0.901401
0.568125000000037 0.839125000000003 1.44592 0.86795 1.58498
-1.20499999999996 1.0766125 1.36147 0.950199999999999 1.509572
-0.0187499999999757 1.044375 1.966449 0.886475 1.198251
-0.2421875 0.985499999999998 1.679775 0.8900875 1.908095
-1.31562499999997 1.0235 1.599938 0.943325 1.501012
-0.89625 1.10675 1.537772 0.8738 1.619188
-0.9975 1.051625 1.2064188 0.9762525 1.4485512
0.544375000000026 1.03575 1.856733 0.89055 1.202517
0.208375000000002 1.02125 1.3580503 1.06235 1.6785897
-0.2025 1.086 1.419025 1.02525 1.293565
-0.675000000000001 0.982874999999999 2.067016 0.95235 1.365304
-0.573437500000001 1.088 1.445538 1.3008875 1.706392
0.172187499999998 1.0025 1.468131 1.1090125 1.629779
1.2659375 1.0145 1.110285 1.1715375 1.434376
-0.0143749999999998 0.9915125 1.189862 1.041475 1.343081
-0.536875000000001 0.976 1.543187 1.050325 1.165903
-0.518749999999962 1.1723375 1.483624 0.984225000000001 1.207743
0.362531249999998 0.962499999999998 1.626466 1.05657625 1.430024
-0.00437499999996205 1.14149999999999 1.246839 0.989224999999999 1.741551
-0.930937499999987 0.973175 1.161778 0.9670625 1.731365
-1.26124999999999 1.11725 1.525496 1.0243 1.150591
-0.790000000000025 1.00195 1.509485 0.914075 1.14187
-0.906562499999999 1.191 1.130763 1.1829875 1.476677
0.641250000000013 1.1082875 1.08881 1.012175 1.406776
-0.566406250000001 0.919874999999998 1.643696 1.07453125 1.046924
0.843749999999988 0.7498 1.640841 0.961499999999999 1.02437
0.10534375 1.121125 1.813167 1.02898875 1.660573
-0.560312499999986 0.965499999999998 1.505535 1.0146875 1.957965
0.00406249999998776 0.845500000000001 1.427118 0.9409125 1.356204
0.8271875 0.968375 1.350796 0.8303375 1.392304
0.205 0.995624999999999 2.085283 0.87705 1.375977
0.0053125000000015 1.118125 1.59648 1.0982875 1.9612
0.144374999999999 1.084 1.275387 1.15145 1.505433
-0.0546875000000002 1.1162375 1.242395 1.0292125 1.46612
0.185437499999999 1.07337500000001 1.713801 1.1193175 1.262009
-0.701874999999988 0.884499999999999 1.730012 0.891225 1.259458
1.45562500000001 1.047625 1.399727 0.96665 1.718303
-0.229374999999998 1.10175 1.567461 1.061725 1.330899
-0.0828124999999874 0.9927625 1.568599 0.994237500000001 1.312588
-0.284062499999999 1.021375 1.295911 1.0761375 1.515219
-0.472812500000025 0.908912500000001 1.300549 0.8617375 1.530127
-1.2328125 0.92925 1.962688 0.8563625 1.280992
0.624062500000062 0.906624999999998 1.322166 0.9732125 1.911404
-0.190687499999999 1.138625 1.247773 0.9013275 1.756907
0.493125000000001 1.074625 1.205463 0.99415 1.174933
0.130625000000001 1.12805 1.187482 1.0246 1.036069
-0.265 1.2025 1.439911 0.999975 1.221939
0.219374999999974 1.000625 1.263667 0.94845 1.157848
-0.0362500000000002 0.91275 1.62757 0.99115 1.225314
0.265625 1.0549875 1.506097 0.91955 1.152372
-0.0590625000000372 0.992 1.546857 0.879587500000001 1.500583
0.129375000000014 0.9290375 1.501301 0.964275 1.426299
0.973125 0.843374999999998 1.125019 1.041475 1.499574
-0.270624999999963 1.1922875 1.162849 0.89645 1.398908
0.761562499999988 0.910249999999998 1.612182 0.848587499999999 1.056201
-0.0321874999999999 1.028525 1.511298 1.0097875 1.046773
0.228125000000001 1.0515 1.096032 0.974275 1.502738
-0.403287500000001 0.689 1.6269892 1.006164 1.0647008
-0.36093749999995 1.2285875 1.634695 0.9516875 1.03002
0.802187500000001 0.951250000000001 1.419014 1.0833625 1.751406
-1.01281249999999 1.18075 1.84446 0.903887500000001 1.39349
-0.603437500000001 1.168625 1.717451 1.1323875 1.618409
0.00677187500000009 1.085625 1.5058137 1.098239125 1.3927563
-0.140228125 0.949999999999999 1.9398184 0.905386625 1.4842216
-0.496874999999999 0.984749999999998 1.326182 1.214525 1.722988
-0.807187499999988 1.052125 1.402635 1.0285875 1.647165
0.675000000000001 1.05875 1.871427 1.052825 1.403593
-0.161806249999999 0.95925 1.3887847 1.12763475 1.7768953
-0.977500000000001 1.124125 1.206034 1.116725 1.40261
-0.159062499999998 1.2924375 1.08414 1.0096875 1.396281
0.00937500000000036 0.731874999999998 1.142248 0.8226 1.715877
0.5316375 0.839250000000001 1.18423183 0.88137375 1.79250817
0.690625000000013 0.830000000000002 1.274596 0.81755 1.285047
-0.102474999999999 0.929375000000001 1.4012867 1.055824 1.2954033
0.0868750000000001 0.797999999999998 0.950326 0.789524999999999 1.452853
0.4605 0.838125 1.063211 1.055845 1.545399
-0.25053125 0.97325 1.5150812 0.89789125 1.1031988
-0.687500000000001 0.8572625 1.562065 0.878499999999999 1.11407
-0.173625000000002 0.963374999999999 1.3868958 1.016525 1.6172342
-1.0546875 0.777250000000002 1.772475 0.8628125 1.524195
0.2313 0.864249999999998 1.37413562 0.82727 1.84281438
0.527999999999999 1.007625 1.727459 0.812845 1.433841
-0.141249999999976 0.863999999999997 1.571555 0.878 1.544435
-0.505 1.108 1.526218 0.965425000000001 1.553052
0.175000000000013 0.832875000000001 1.334905 0.95025 1.476273
-0.7775 1.1263375 1.364825 1.051125 1.381631
-0.0309375000000001 0.920375 1.416534 1.0548125 1.35658
-0.828437500000001 0.914287499999999 1.504128 1.0891875 1.421707
-0.317187500000012 0.897750000000002 1.105965 0.972612500000001 1.590885
-0.175 1.0478625 1.167161 1.046125 1.631224
-0.191249999999989 0.699249999999999 1.27203 0.97275 1.219807
0.3753125 1.0416375 1.389615 1.0400625 1.289651
-0.280000000000012 0.8 1.672087 0.8162 1.392783
0.673750000000001 0.992249999999999 1.711152 1.018875 1.419808
-0.239375 1.175625 1.549616 1.063025 1.676284
0.574687499999975 0.781000000000003 1.296142 0.845962499999999 1.576507
-0.4265625 0.904250000000001 1.3486065 1.189825 1.5538435
-0.587812499999975 0.767624999999999 1.251804 0.999812500000001 1.338269
-0.473749999999999 1.118 1.26283 1.00555 1.31389
0.183749999999976 0.86525 1.442485 0.9459 1.279427
-0.464687500000038 0.988875000000001 1.555155 0.9544375 1.170355
0.1859375 0.91 1.708771 0.8361125 1.364579
-0.104246875 0.842749999999999 1.4955363 0.890202625 1.7013137
-0.300000000000013 1.17562500000001 1.0652 0.954 1.498826
0.697499999999999 0.773125 1.06504 0.931175 1.49506
0.500737500000001 0.86975 1.5921333 0.957302 1.2741667
-0.0493750000000126 1.0235 1.005594 0.958625000000001 1.781286
-0.566437500000003 0.946000000000002 1.8179288 1.0969025 0.9986212
0 0.83545 1.789166 0.9682 1.023654
-0.688468750000001 0.942624999999999 1.7134938 0.99813125 2.0122662
-0.806875 0.877625000000002 1.752104 1.0208 1.776926
0.441875 0.916499999999999 1.647108 1.05735 1.754252
1.16125 1.06775 1.150763 1.093975 1.797637
-0.436 1.05375 1.630188 1.162685 1.239972
0.472500000000038 1.0076875 1.700989 0.992049999999999 1.291786
1.2240625 0.956500000000002 1.287703 0.9114375 1.739817
-0.809374999999987 0.766875000000002 0.9837 0.985625000000001 1.279879
-0.5484375 0.7861125 1.04079 0.8747875 1.441786
0.106256249999999 1.14425 1.5132006 0.99264775 1.0625294
0.0778125000000504 0.7352 1.489732 0.880437500000001 1.086964
0.050625 0.910374999999998 1.235123 0.948025 1.532627
-1.18562499999996 0.809062499999999 1.315434 0.845850000000001 1.435534
0.9871875 0.923124999999999 1.14949 0.8861625 1.32291
-0.0724999999999629 0.800612500000001 1.124221 0.723025 1.408079
0.200312500000024 0.943750000000001 0.9598 0.815262500000001 1.128906
-0.795 0.813749999999999 0.938544 0.908925 1.094923
-0.0799999999999884 0.70195 0.987374 0.822725 1.056731
4.9960036108132e-14 0.802625000000002 1.170452 0.852925000000001 0.971779
0.807034375 0.701000000000001 1.1347 0.819426375 1.020184
-0.854374999999988 0.860675 1.113561 0.855075000000001 1.068248
-0.678062499999998 0.820250000000001 1.5200108 1.0180775 1.0686492
0.700312499999975 0.97645 1.527761 0.8647375 1.091903
0.3240625 0.991749999999999 1.380249 0.8548625 1.536751
-0.0181250000000133 0.767625000000002 1.241465 0.941000000000001 1.419195
0.479374999999989 0.756575 1.301462 0.983350000000001 1.432563
-0.669375000000012 0.8305 1.332226 0.799825 1.309084
0.919687500000026 1.0276 1.27623 0.8783125 1.407504
-0.293749999999975 0.7925 0.90341 0.965 1.318849
-0.475 0.798999999999999 0.943154 0.940725 1.236746
0.405625000000026 1.0802875 0.974416 0.999574999999999 1.23138
0.7890625 1.0845 1.602558 0.9606375 1.006332
0.871875 0.862124999999999 1.586789 1.062125 1.06158
0.113741874999998 1.011125 1.9918036 1.053264675 1.5817164
0.397500000000001 0.847875000000002 1.387354 0.840375 1.676066
0.9909375 0.881875000000001 1.689356 0.8594125 1.460794
0.154375000000012 1.013125 1.65472 0.820000000000001 1.53478
0.490312500000001 1.0325 1.328621 1.0316125 1.609999
-0.190312499999988 1.01285 1.295075 0.9531375 1.502199
-0.709062500000013 1.0268375 1.315317 0.930987500000001 1.286466
-0.030000000000012 0.971499999999998 1.456231 0.859899999999999 1.322305
0.398437500000001 1.06325 1.396283 1.0369125 1.325449
1.256875 1.141875 1.253977 1.21015 1.336018
-0.1678125 0.891237499999999 1.278488 0.870712500000001 1.366662
1.2990625 0.899750000000001 1.220457 0.9813375 1.302525
0.105 0.922487500000001 1.359612 1.057475 1.182081
-1.2446875 0.893875000000002 1.58452 0.9564125 1.32684
1.11906250000002 0.943937499999999 1.558094 0.916762500000001 1.304766
0.1775 1.077375 1.660073 1.0218 1.561467
0.100937499999974 1.1275 1.242814 0.918362500000001 1.677334
0.0856250000000003 1.0606875 1.174656 0.99695 1.663836
-1.2940625 1.06625 1.148245 1.1018625 1.133643
-0.145625000000024 0.8967125 1.176719 0.991625 1.056211
0.742812500000001 0.929249999999999 1.486754 1.0477125 1.175689
-0.401250000000036 1.0675875 1.423683 0.90875 1.185903
-0.148437500000001 0.952749999999998 1.693983 1.0365375 1.358457
0.55781249999995 0.9352 1.644547 0.8317625 1.358138
-0.7084375 0.864875000000002 1.488832 0.8810125 1.644518
0.0553125000000126 0.947749999999999 1.428268 0.943112499999999 1.717272
0.455937499999988 1.049375 1.173145 0.9234875 1.452117
0.829687500000001 0.8646625 1.20325 1.0856125 1.435472
-1.21312500000001 0.822125 1.28151 0.912949999999999 1.196928
0.370000000000024 0.959987499999998 1.260788 0.979025 1.285036
-0.349999999999988 0.779624999999999 0.92711 0.916499999999999 1.2311867
0.924687499999975 0.789499999999999 0.904644 0.8105625 1.32638
1.425625 1.0152125 0.972397 1.061275 1.294126
0.397062500000001 0.970375 1.4929632 0.9144675 1.0268868
-0.6871875 0.9031 1.525584 1.0347125 0.989048
-0.24875 0.812875000000002 1.488266 1.035925 1.686714
-0.788259375 0.821125000000003 1.7845321 0.904159625 1.6020279
-0.0581250000000005 0.938625000000002 1.350091 0.9081 1.741899
-0.173125000000024 0.699375 1.146441 0.980225000000001 1.470662
0.415937499999988 1.0282625 1.22187 0.8883625 1.507515
0.345625000000012 0.678875000000001 1.39869 0.83775 1.230825
-0.0631250000000125 0.830375 1.537055 0.9856 1.234925
0.1940625 0.738 0.964309 0.849287500000001 1.545942
0.577843750000001 0.803375000000001 1.100561 0.92413625 1.575921
-0.355312499999988 0.806000000000001 1.253556 0.721012500000001 1.128181
0.717187499999999 0.921637500000001 1.266302 0.7740125 1.212588
0.3734375 0.786000000000002 1.302547 0.7258625 1.34317
0.547812500000001 0.812375 1.384838 0.9880625 1.381652
0.715937500000001 1.037125 1.4365814 0.913815 1.4662186
0.231874999999987 0.940625 1.157795 0.806650000000001 1.387255
-0.199687500000013 0.847000000000001 1.079455 0.8771875 1.436022
0.207499999999999 0.992000000000001 1.018496 0.8437 1.123258
-0.0737500000000002 0.794625 1.066077 0.913125 1.03811
0.288437499999976 0.8066 1.118349 0.8687875 1.001074
0.544062499999987 0.766500000000001 1.10741 0.863162499999999 1.117408
0.510687500000001 0.882375 1.0873738 0.959055 1.0878562
-0.760000000000012 0.7822625 1.102505 0.769200000000001 1.125899
-0.10353125 0.768875 1.3706256 0.76473625 1.0517344
1.10656249999997 0.802462499999999 1.379209 0.7829625 1.114974
-0.274062500000037 0.765625 1.057703 0.8697625 1.362338
0.0922499999999993 0.721375000000001 1.010517 0.824365 1.361013
-0.273125 0.866425 1.104132 0.80875 1.323094
-0.257187500000013 0.822 1.171022 0.7280875 1.057805
0.248675 0.717625 1.10991602 0.8751925 1.10599398
0.634999999999949 1.0003625 1.143282 0.8277 1.038356
0.0399999999999623 0.705249999999999 1.385859 0.803900000000001 1.15159
-0.0534375000000004 0.934124999999999 1.392947 0.8104875 1.183463
-0.666874999999988 0.885312500000001 1.390716 0.96475 1.141783
-0.31156249999995 0.803999999999998 0.797379 0.8244875 1.379311
-0.87003125 0.818750000000001 0.835301 0.90439875 1.361196
1.23749999999999 0.811250000000001 1.12667 0.81315 0.865566
-0.0556250000000244 0.866100000000001 1.117872 0.907 0.844769
0.413437499999975 1.0255 2.212754 0.9595125 1.167136
-0.557812500000002 1.061875 1.63602 1.0868375 2.25467
-1.254375 1.04325 1.159784 1.093075 1.671916
-0.0750000000000001 0.86175 1.603724 0.95795 1.357496
-1.59999999999999 1.109625 1.255448 0.99895 1.562512
-0.65146875 1.078875 1.3254513 1.14232375 1.1927987
0.109062500000001 1.101925 1.342939 1.0928125 1.163945
-0.0181562499999996 1.143125 1.469087 0.90992625 1.303633
0.863749999999999 1.015 1.654969 1.1217 1.404571
0.176562499999999 1.219875 1.141292 1.1949625 1.687442
-1.143125 0.936662500000001 1.217716 1.130775 1.676134
0.814999999999999 0.998625000000001 1.525704 1.121975 1.218012
-0.349687500000001 1.0785625 1.528039 1.1323125 1.283141
-0.133749999999999 1.138375 1.342714 1.060625 1.608516
-0.0562499999999994 0.921775 1.459112 1.132975 1.538778
-1.0790625 0.975249999999998 1.080752 1.1587875 1.493908
-0.1359375 0.656124999999999 1.583804 0.6611625 0.807729
-0.184062499999975 0.58525 1.579574 0.7901375 0.958756
0.863 0.502500000000002 1.4957204 1.061605 1.6532896
-0.0112500000000126 0.857875 1.724215 0.869599999999999 1.524935
-0.1959375 0.848749999999999 1.365125 0.7536375 1.708095
-0.305937499999986 0.862124999999999 1.072573 0.9316625 1.544337
0.0550000000000245 0.9306375 1.154109 0.912075000000001 1.460986
-1.24390625 1.15125 1.3383112 0.91923875 1.1239888
0.0878125000000257 0.7887625 1.241612 0.738037499999999 1.077093
-0.4641875 0.940749999999998 1.278739 0.7699575 1.230981
-0.299375000000013 0.796162500000001 1.112047 0.8202 1.306737
-0.627499999999963 0.949624999999999 0.859026 0.778400000000002 1.157011
0.413750000000013 0.785525 0.75239 0.581925 1.162632
-0.129687499999999 0.8607125 0.765 0.8243375 1.168937
-0.422187499999988 0.803125000000001 1.498046 0.780487499999999 0.729335
-0.0456249999999742 0.714499999999999 1.411281 0.667725 0.755674
0.77875 1.0137875 1.3525 0.744250000000001 0.828735
0.293749999999976 0.840999999999998 0.949132 0.875 1.371716
-0.47940625 0.767399999999999 0.9517964 0.75909125 1.2951356
-0.709687499999975 1.083875 0.98818 0.8245375 0.896156
-0.771250000000014 0.7674375 0.938584 0.79325 0.997756
0.908125 0.907499999999999 1.135728 0.944125 0.984513
-0.695937500000013 0.8015625 1.109466 0.862437499999999 1.10251
-0.33625000000005 0.884500000000003 1.177167 0.827375 1.096921
0.243625 0.958875000000001 1.1435688 0.9652625 1.1189612
-1.37031249999998 0.789725 1.167791 0.8832875 1.035931
0.186562500000001 0.798375 1.073355 1.0214625 1.181215
0.0156250000000122 1.0287125 1.105731 0.9397 1.090578
1.13437500000004 0.91566375 1.0253529 0.79585 1.042509
-0.852812499999975 0.849374999999998 1.254596 0.9338625 1.086322
-0.866562500000012 0.9169125 1.296979 0.9031375 0.951329
0.150000000000013 0.82382375 1.2607401 0.727000000000001 0.86439
0.291874999999987 0.698875000000001 1.398409 0.876625 1.267536
2.17437500000001 0.804125000000001 1.351975 0.825525000000001 1.220365
1.5584375 0.489625 1.329157 0.7703375 1.32385
-0.35353125 0.69675 1.3283926 0.76146625 1.4233874
0.459062499999963 0.907225 1.353608 0.753337500000001 1.363721
0.291562500000001 0.706250000000001 1.284314 0.6727375 1.325806
0.413437500000025 0.840912500000001 1.237327 0.5024875 1.4208
-1.66093749999999 0.8385 1.188204 0.703762500000001 1.175338
-0.00218750000001294 0.683562500000001 1.106491 0.5827875 1.300163
-0.262500000000011 0.655250000000002 1.045721 0.684925 1.103645
0.71875 0.496875000000002 0.992735 0.67135 1.202808
0.390624999999988 0.619250000000001 0.907467 0.656400000000001 1.051469
-1.10875 0.740625 0.962607 0.671875 1.157466
0.063125 0.740490625 0.9677435 0.7706 1.120308
-0.466874999999989 0.637500000000003 1.207252 0.696050000000001 0.920165
0.191250000000001 0.906962500000001 1.155655 0.667875 0.972246
-0.656250000000025 0.8630525 1.147828 0.79325 0.97915
0.3934375 0.817375000000002 2.062728 0.8149875 1.207112
0.4382 0.823125000000001 1.623551 0.814867 2.095129
0.612499999999999 0.798000000000002 1.615028 0.76505 1.714052
0.0703125000000249 0.893625 1.330238 0.933037500000001 1.607946
0.930718749999999 0.81525 1.2299853 0.85936125 1.6479547
-0.263124999999988 1.0345 1.068691 0.87635 1.235667
-0.0634375000000006 0.771125 1.043524 0.7839875 1.307236
0.0956250000000006 0.83185 1.028722 0.844625 1.260702
-0.241562499999987 0.815249999999999 1.300826 0.7518875 1.018414
-0.000468749999998908 0.726125 1.269007 0.73809375 1.043573
-0.534062500000063 0.811925 1.146705 0.687512500000001 1.147247
