Time,accX,accY,accZ
0.813 sec,-796.05,133.468,1247.572
0.816 sec,-975.268,-466.04,1242.57
0.818 sec,-694.302,-123.586,357.216
0.821 sec,-219.234,58.926,78.934
0.823 sec,725.656,-214.476,255.712
0.825 sec,1301.984,-238.754,848.754
0.827 sec,662.216,56.73,1149.484
0.83 sec,-407.358,-310.856,1319.796
0.832 sec,-805.2,-399.184,1601.982
0.835 sec,-400.892,-101.626,1237.324
0.837 sec,-240.462,-211.914,920.368
0.84 sec,-82.96,72.834,161.284
0.842 sec,146.156,-68.564,361.486
0.844 sec,769.698,159.576,874.008
0.846 sec,1399.828,355.63,1079.456
0.849 sec,1056.154,419.924,1049.932
0.851 sec,-102.846,278.282,938.668
0.853 sec,-1097.39,147.01,1054.202
0.855 sec,-872.178,-37.21,1086.41
0.858 sec,-868.518,-271.45,754.936
0.86 sec,-731.268,125.782,-60.512
0.863 sec,313.052,-28.06,-88.938
0.865 sec,966.484,539.972,623.298
0.867 sec,1104.588,212.402,124.074
0.869 sec,133.468,283.894,1492.67
0.872 sec,-483.974,262.056,2046.428
0.874 sec,-575.962,-124.074,1369.45
0.877 sec,-559.492,287.188,773.846
0.879 sec,-259.86,157.624,455.914
0.881 sec,-152.256,-383.202,179.462
0.884 sec,531.066,-200.69,380.64
0.886 sec,1086.166,43.432,444.324
0.888 sec,1341.146,225.334,592.188
0.891 sec,509.228,-219.6,1538.054
0.893 sec,-558.028,431.758,1775.1
0.895 sec,-592.432,-42.578,1038.952
0.898 sec,-874.13,-594.14,1281.61
0.9 sec,-807.03,-283.04,519.476
0.903 sec,-526.43,-15.372,214.354
0.905 sec,389.546,-252.174,461.526
0.907 sec,1338.706,-387.594,1098.854
0.91 sec,848.754,176.412,1546.594
0.912 sec,-117.974,20.252,1554.768
0.914 sec,-818.864,-128.588,1560.746
0.917 sec,-296.46,72.712,1249.158
0.919 sec,-381.25,-145.546,581.818
0.922 sec,-324.52,39.772,793.732
0.924 sec,35.868,-579.744,238.144
0.926 sec,745.42,-189.1,544.73
0.929 sec,1552.694,60.878,1037.854
0.931 sec,1224.026,-42.7,1667.374
0.933 sec,10.126,-42.7,1208.166
0.935 sec,-765.184,-206.546,1124.84
0.938 sec,-647.698,-337.574,1026.508
0.94 sec,-906.704,-116.022,775.92
0.943 sec,-784.582,159.576,386.252
0.945 sec,-67.832,-20.496,-244.366
0.947 sec,850.95,204.106,0.854
0.949 sec,1356.396,392.84,585.356
0.952 sec,316.956,88.938,1734.596
0.954 sec,-405.406,16.104,1975.424
0.956 sec,-735.416,92.842,1196.21
0.958 sec,-301.218,31.964,748.958
0.961 sec,-337.94,-81.374,812.642
0.963 sec,-117.608,-135.054,657.824
0.965 sec,376.248,-362.096,49.532
0.968 sec,924.516,-101.87,380.762
0.97 sec,1201.578,-388.692,1188.158
0.972 sec,1019.432,112.85,1196.942
0.974 sec,-105.164,563.884,1789.252
0.977 sec,-633.302,305.244,1194.136
0.979 sec,-731.146,-189.71,1027.24
0.982 sec,-828.136,-11.834,853.024
0.984 sec,-741.394,-92.11,306.83
0.986 sec,241.682,221.064,151.036
0.988 sec,1150.338,144.57,590.602
0.991 sec,1071.404,70.76,330.254
0.993 sec,-15.86,517.28,1880.508
0.995 sec,-495.808,559.492,1737.28
0.998 sec,-546.072,118.584,1201.578
1 sec,-371.002,-204.716,937.936
1.002 sec,-324.52,-361.608,919.88
1.005 sec,-60.024,-124.074,243.878
1.007 sec,505.934,-417.118,211.182
1.009 sec,1193.526,454.572,1329.312
1.012 sec,1529.026,278.282,1372.744
1.014 sec,545.462,361.486,1325.774
1.017 sec,-400.648,67.344,995.886
1.019 sec,-981.612,67.344,914.756
1.021 sec,-781.898,-64.416,1249.28
1.023 sec,-986.736,-648.674,593.042
1.026 sec,-323.422,-479.216,181.17
1.028 sec,530.578,-228.628,-37.576
1.031 sec,1239.032,-76.616,641.72
1.033 sec,793,98.088,743.102
1.035 sec,-355.63,235.582,2007.632
1.038 sec,-663.68,0.976,1336.632
1.04 sec,-513.62,0.976,1292.346
1.042 sec,-419.924,-326.472,921.466
1.044 sec,-211.06,223.87,816.424
1.047 sec,188.612,-179.218,-26.474
1.049 sec,926.468,307.806,346.968
1.051 sec,1487.668,98.454,1341.878
1.054 sec,1237.202,122,928.908
1.056 sec,-161.772,-97.356,1394.46
1.058 sec,-641.842,-290.238,1388.726
1.061 sec,-743.224,-149.572,1268.556
1.063 sec,-874.13,-111.142,1133.258
1.066 sec,-857.782,-174.46,35.624
1.068 sec,108.946,-92.964,131.028
1.07 sec,721.508,-11.224,210.816
1.073 sec,1250.744,375.272,690.52
1.075 sec,109.8,268.766,1375.062
1.077 sec,-401.258,303.048,1358.226
1.08 sec,-690.52,392.474,1185.108
1.082 sec,-336.842,392.474,945.866
1.084 sec,-507.52,-384.91,898.774
1.087 sec,31.72,-248.636,470.92
1.089 sec,477.63,-23.546,55.754
1.091 sec,948.794,221.186,968.07
1.093 sec,1227.564,-178.486,1241.35
1.096 sec,993.812,386.252,1547.814
1.098 sec,-201.056,75.274,1449.482
1.101 sec,-835.456,38.43,1037.976
1.103 sec,-791.414,-430.05,1385.798
1.105 sec,-1000.766,-652.578,935.008
1.108 sec,-690.52,-62.708,433.832
1.11 sec,482.388,291.214,76.006
1.112 sec,897.188,120.658,508.496
1.114 sec,941.596,437.37,814.35
1.117 sec,-216.794,325.13,1942.484
1.119 sec,-461.038,551.196,1776.32
1.122 sec,-536.19,-169.824,1199.26
1.124 sec,-351.726,-388.448,1218.902
1.126 sec,-238.51,-390.034,848.754
1.129 sec,143.96,-412.726,124.684
1.131 sec,736.636,-416.996,318.298
1.134 sec,1085.434,-83.936,925.614
1.136 sec,1458.998,494.344,1039.562
1.138 sec,340.746,-13.176,1011.99
1.14 sec,-649.65,-162.87,1485.228
1.143 sec,-753.838,-369.172,1163.514
1.145 sec,-751.764,109.678,1180.716
1.148 sec,-719.312,-297.558,92.72
1.15 sec,-269.986,-67.222,-26.596
1.152 sec,668.56,-20.374,-117.974
1.155 sec,1215.364,-39.894,707.234
1.157 sec,667.828,37.942,1323.7
1.159 sec,-294.996,-308.294,1336.754
1.162 sec,-827.16,47.58,1517.802
1.164 sec,-601.826,26.108,1453.02
1.166 sec,-355.996,-171.776,754.57
1.169 sec,-26.23,74.908,481.9
1.171 sec,145.912,71.98,147.62
1.173 sec,830.82,443.226,659.654
1.175 sec,1408.124,-20.008,1383.602
1.178 sec,1238.91,-83.448,634.522
1.18 sec,-194.224,510.204,1640.29
1.182 sec,-734.318,85.766,1242.326
1.185 sec,-926.59,-440.298,1229.272
1.187 sec,-699.67,111.752,1181.692
1.19 sec,-869.494,95.648,58.438
1.192 sec,174.582,-142.008,50.996
1.194 sec,681.98,269.376,356.85
1.196 sec,834.968,435.662,-315.004
1.199 sec,345.626,308.294,1684.698
1.201 sec,-419.436,532.896,1353.59
1.203 sec,-542.778,-80.032,1195.234
1.206 sec,-330.132,-107.36,995.52
1.208 sec,-496.296,44.164,614.758
1.21 sec,-251.93,-12.322,319.03
1.213 sec,604.876,-309.392,-141.032
1.215 sec,1007.354,41.48,1161.684
1.217 sec,1208.41,-231.434,822.768
1.22 sec,770.186,227.774,1418.982
1.222 sec,-458.598,183.366,1265.018
1.224 sec,-688.446,95.404,1590.88
1.227 sec,-671.244,-153.598,933.178
1.229 sec,-1017.724,-20.496,198.25
1.232 sec,-526.552,-106.506,416.02
1.234 sec,425.78,-142.252,-20.74
1.236 sec,1105.076,-548.268,202.642
1.239 sec,995.276,84.912,1125.084
1.241 sec,-223.382,142.618,1454.24
1.243 sec,-769.942,-218.502,1860.744
1.246 sec,-198.25,-427.488,1053.836
1.248 sec,-215.696,-281.698,836.432
1.251 sec,-308.904,-130.418,553.392
1.253 sec,109.312,-134.688,76.738
1.255 sec,793,270.108,293.532
1.257 sec,1477.908,249.856,1416.42
1.26 sec,1196.21,220.454,62.098
1.262 sec,92.476,424.438,1239.032
1.264 sec,-832.284,73.2,1639.436
1.267 sec,-733.342,-348.188,1078.724
1.269 sec,-729.316,129.076,721.264
1.271 sec,-888.526,57.584,457.134
1.274 sec,-198.372,-145.546,135.054
