Time,accX,accY,accZ
0.62 sec,1185.84,-73.444,1115.202
0.622 sec,-340.014,-73.2,1896.612
0.625 sec,-727.12,-478.24,1302.106
0.627 sec,-813.374,165.554,531.554
0.629 sec,-56.73,466.162,1045.174
0.632 sec,79.178,488.854,284.992
0.634 sec,249.002,-1.952,409.31
0.636 sec,581.452,-170.556,1258.064
0.638 sec,1099.342,-283.65,1247.206
0.641 sec,1262.456,-201.544,1592.344
0.643 sec,550.098,227.652,986.736
0.646 sec,-629.398,-437.614,706.99
0.648 sec,-864.126,22.082,1019.798
0.65 sec,-890.844,98.454,654.774
0.653 sec,-821.792,206.546,-29.036
0.655 sec,-408.09,-34.892,505.568
0.657 sec,737.734,-159.332,980.392
0.66 sec,1308.816,-72.956,1238.544
0.662 sec,250.222,-193.248,1269.654
0.665 sec,-428.464,-149.206,1311.866
0.667 sec,-847.534,371.124,1087.996
0.669 sec,-419.07,306.586,739.93
0.672 sec,-46.604,-134.932,285.114
0.674 sec,232.166,2.562,837.164
0.676 sec,203.984,15.494,687.958
0.678 sec,509.35,-340.624,1200.114
0.681 sec,1510.36,-575.962,1603.69
0.683 sec,1352.98,-192.15,905.24
0.686 sec,-101.87,-316.224,778.482
0.688 sec,-1147.898,-475.922,1041.514
0.69 sec,-1198.284,-189.466,691.984
0.693 sec,-777.506,-68.442,808.006
0.695 sec,-649.894,353.8,245.708
0.698 sec,-244.122,150.06,509.228
0.7 sec,690.398,585.234,814.106
0.702 sec,1254.282,211.426,785.314
0.704 sec,-20.984,396.744,1362.618
0.707 sec,-611.952,-216.55,1440.454
0.709 sec,-824.11,116.266,765.428
0.712 sec,-141.764,55.388,915.366
0.714 sec,247.904,46.726,477.874
0.716 sec,169.092,-640.012,596.092
0.718 sec,348.554,-309.026,1100.074
0.721 sec,1026.752,-69.784,1237.202
0.723 sec,1374.452,-245.952,1463.512
0.726 sec,-476.654,-53.558,1009.672
0.728 sec,-476.654,404.308,853.024
0.73 sec,-895.114,481.046,726.022
0.733 sec,-942.328,373.442,340.136
0.735 sec,-914.268,287.554,457.378
0.737 sec,-515.572,-95.404,455.792
0.74 sec,643.794,-229.848,737.246
0.742 sec,1425.936,-306.464,1406.66
0.744 sec,578.28,-477.142,1871.602
0.747 sec,-879.742,-198.006,1159.854
0.749 sec,-879.742,223.626,1468.148
0.752 sec,-33.184,307.806,665.022
0.754 sec,-164.7,-77.836,514.23
0.756 sec,-2.44,-40.016,790.438
0.759 sec,342.942,58.316,694.912
0.761 sec,575.352,107.604,1257.454
0.763 sec,1150.216,53.314,1640.534
0.765 sec,1376.526,110.288,1381.04
0.768 sec,-814.96,128.344,1086.41
0.77 sec,-814.96,258.762,1004.06
0.772 sec,-866.078,-65.758,578.036
0.775 sec,-924.272,8.296,709.918
0.777 sec,-722.85,136.152,631.716
0.779 sec,-176.29,-161.772,552.538
0.782 sec,711.382,-63.562,1004.182
0.784 sec,1108.248,84.79,772.504
0.786 sec,57.096,123.708,1619.55
0.788 sec,-505.446,427.366,1313.33
0.791 sec,-1050.298,485.56,571.326
0.793 sec,-89.182,431.514,808.25
0.795 sec,-263.886,-286.212,467.016
0.798 sec,171.654,-477.874,881.084
0.8 sec,419.314,-755.424,622.566
0.802 sec,985.516,-476.898,1283.196
0.805 sec,1660.786,-431.392,1840.248
0.807 sec,1149.24,-451.766,1548.424
0.81 sec,-1282.586,179.096,630.008
0.812 sec,-1282.586,71.004,554.49
0.815 sec,-780.8,231.312,762.5
0.817 sec,-978.318,190.442,619.76
0.819 sec,-594.506,115.168,503.25
0.821 sec,399.916,199.836,303.414
0.824 sec,1167.662,-57.828,422.364
0.826 sec,885.842,-243.024,1417.884
0.828 sec,-352.58,-431.636,1076.284
0.831 sec,-532.042,57.95,1026.508
0.833 sec,-532.042,251.198,778.116
0.835 sec,-60.146,1.098,407.602
0.837 sec,-4.148,307.196,888.282
0.84 sec,428.586,110.654,682.834
0.842 sec,369.782,-159.088,1025.166
0.844 sec,938.668,-291.58,1090.558
0.846 sec,1534.394,29.89,1526.586
0.849 sec,463.6,-68.808,1187.182
0.851 sec,-670.268,-213.378,759.816
0.854 sec,-759.816,101.87,740.418
0.856 sec,-834.114,50.508,586.942
0.858 sec,-1220.244,147.254,657.458
0.86 sec,-918.05,-54.412,435.906
0.863 sec,962.58,0,754.448
0.865 sec,1187.792,-219.478,923.54
0.867 sec,212.036,62.586,1778.272
0.869 sec,-670.756,95.282,1555.622
0.872 sec,-861.686,-116.876,1363.96
0.874 sec,-279.136,388.448,863.516
0.877 sec,-185.318,-41.114,658.556
0.879 sec,-46.726,-130.906,795.562
0.881 sec,82.472,-130.906,570.228
0.883 sec,524.478,-409.31,966.118
0.886 sec,1516.826,-234.972,1847.324
0.888 sec,1125.938,-372.71,820.45
0.891 sec,-247.538,167.14,985.76
0.893 sec,-1254.77,20.374,709.186
0.895 sec,-1074.576,-257.176,686.128
0.898 sec,-697.352,-281.454,834.968
0.9 sec,-1080.554,244.732,617.808
0.903 sec,48.19,176.29,255.956
0.905 sec,886.818,82.106,559.858
0.907 sec,926.102,-183.366,1130.574
0.909 sec,-394.67,-139.08,1959.686
0.912 sec,-566.934,285.358,1169.492
0.914 sec,-656.482,334.646,1351.028
0.917 sec,36.722,-292.19,920.612
0.919 sec,-87.352,15.86,1297.836
0.921 sec,69.662,-347.456,444.08
0.923 sec,242.902,-263.032,1187.548
0.926 sec,1000.766,-162.016,1563.552
0.928 sec,1120.448,-311.954,1083.116
0.93 sec,818.62,-281.82,1080.798
0.933 sec,-584.258,5.978,970.754
0.935 sec,-1092.144,382.714,891.21
0.937 sec,-936.106,439.078,703.452
0.94 sec,-1053.836,47.458,268.034
0.942 sec,-902.8,366,306.83
0.944 sec,-518.5,-148.84,319.152
0.947 sec,1166.198,-387.106,913.414
0.949 sec,830.21,-344.04,1336.51
0.951 sec,-444.202,-362.828,1340.292
0.954 sec,-874.252,-182.634,774.7
0.956 sec,-608.292,53.07,1057.984
0.959 sec,-39.406,-283.04,541.07
0.961 sec,-18.056,-134.566,544.73
0.963 sec,46.36,83.57,342.942
