Time,accX,accY,accZ
0.666 sec,1007.232,-49.532,1287.1
0.668 sec,410.164,171.044,1058.716
0.671 sec,-412.482,169.336,580.72
0.673 sec,-729.926,734.684,850.95
0.675 sec,-327.936,268.278,796.904
0.678 sec,162.382,-289.994,417.606
0.68 sec,217.648,-179.462,748.714
0.682 sec,292.312,-189.466,642.94
0.685 sec,638.548,-238.022,1030.29
0.687 sec,1398.242,12.566,1971.276
0.689 sec,1348.466,-203.252,1109.834
0.692 sec,-189.588,-149.328,729.316
0.694 sec,-971.974,-365.756,742.126
0.697 sec,-758.84,-41.48,844.728
0.699 sec,-1163.148,250.954,807.884
0.701 sec,-804.468,218.136,127.978
0.704 sec,95.526,116.51,603.656
0.706 sec,887.55,254.98,1044.32
0.708 sec,964.776,386.252,1020.53
0.71 sec,-366.854,143.472,1175.958
0.713 sec,-687.592,331.962,1205.36
0.715 sec,-619.394,-108.702,981.856
0.717 sec,-129.686,-186.05,932.69
0.72 sec,198.494,48.19,474.58
0.722 sec,304.39,-528.87,316.346
0.724 sec,389.79,-251.198,1171.444
0.727 sec,1066.036,-216.55,1689.944
0.729 sec,1147.288,586.088,1080.066
0.731 sec,746.518,99.186,451.034
0.733 sec,-477.02,175.68,737.856
0.736 sec,-897.554,9.15,702.964
0.738 sec,-878.278,135.176,565.836
0.74 sec,-790.56,12.566,771.65
0.743 sec,-444.69,34.648,444.568
0.745 sec,342.454,-114.68,1020.774
0.747 sec,1125.084,-185.806,1142.286
0.749 sec,664.656,25.254,1138.26
0.752 sec,-305.976,-3.904,1438.868
0.754 sec,-779.214,38.918,821.182
0.756 sec,-357.948,363.072,1118.008
0.759 sec,-248.636,-409.798,288.286
0.761 sec,207.766,-409.798,1127.768
0.763 sec,72.468,4.88,851.682
0.765 sec,335.866,21.838,1230.858
0.768 sec,1166.32,-461.892,1273.558
0.77 sec,1420.446,-109.19,1077.138
0.772 sec,58.316,290.116,1015.772
0.775 sec,-945.256,-100.284,662.582
0.777 sec,-800.808,-176.168,864.248
0.779 sec,-761.402,-135.054,550.83
0.782 sec,-925.004,111.02,785.924
0.784 sec,-768.844,175.68,600.118
0.786 sec,10.614,21.106,1078.968
0.788 sec,783.24,609.512,621.224
0.791 sec,52.704,66.246,1772.782
0.793 sec,-409.31,451.766,1356.884
0.795 sec,-799.1,259.616,1517.314
0.798 sec,-139.812,93.574,663.802
0.8 sec,-148.108,-113.338,831.308
0.802 sec,147.01,-86.742,526.308
0.804 sec,217.526,-376.004,856.318
0.807 sec,321.226,-393.328,1520.486
0.809 sec,956.48,93.208,1566.114
0.812 sec,989.054,-256.566,887.306
0.814 sec,-469.334,-267.79,1393.118
0.816 sec,-930.616,347.578,1082.872
0.819 sec,-885.11,232.166,494.344
0.821 sec,-909.754,-136.64,504.226
0.824 sec,-868.274,12.932,629.398
0.826 sec,-622.81,42.334,598.898
0.828 sec,218.868,250.954,344.894
0.83 sec,1023.336,-274.378,1389.458
0.833 sec,-369.172,-102.358,1686.406
0.835 sec,-829.966,-255.224,1356.152
0.838 sec,-323.544,-119.682,951.966
0.84 sec,-88.328,-149.206,761.768
0.842 sec,43.188,137.128,702.842
0.845 sec,69.418,273.89,737.124
0.847 sec,353.312,52.094,1053.348
0.849 sec,618.784,-5.002,1209.508
0.851 sec,1007.598,-188.734,1190.72
0.853 sec,1369.206,138.226,900.116
0.856 sec,-741.882,195.2,973.682
0.858 sec,-792.146,-126.026,437.98
0.86 sec,-792.146,6.71,708.21
